,Target
27834,0
27835,0
27838,1
27839,0
27841,0
27843,1
27846,0
27850,0
27852,0
27854,0
27855,0
27856,0
27858,1
27861,0
27864,1
27865,1
27866,0
27869,1
27875,0
27880,1
27881,0
27883,1
27886,1
27887,0
27889,1
27892,0
27894,1
27906,0
27907,0
27909,0
27910,1
27912,0
27913,0
27914,1
27918,0
27921,0
27926,1
27927,1
27928,1
27930,0
27933,0
27934,1
27935,1
27936,0
27940,0
27947,0
27948,0
27949,0
27954,1
27956,0
27959,0
27961,1
27965,0
27967,1
27969,0
27972,0
27974,1
27978,1
27981,1
27982,1
27983,0
27987,0
27988,0
27989,1
27991,1
27997,1
27998,1
28000,0
28001,0
28002,1
28004,0
28006,1
28007,1
28009,1
28010,0
28011,1
28013,0
28016,1
28023,1
28024,0
28025,1
28026,0
28027,1
28030,1
28031,1
28035,1
28036,1
28037,0
28039,0
28040,1
28042,0
28050,1
28052,0
28055,1
28058,0
28061,0
28066,1
28069,1
28073,0
28075,1
28081,1
28082,0
28087,0
28088,1
28089,1
28092,1
28093,0
28096,1
28098,0
28113,0
28114,1
28117,0
28119,0
28123,1
28124,1
28125,0
28127,1
28130,0
28131,0
28132,1
28133,1
28134,1
28135,0
28137,0
28139,1
28144,1
28150,0
28153,0
28155,0
28157,0
28158,1
28159,1
28160,1
28163,0
28167,0
28168,1
28169,0
28170,1
28171,0
28172,0
28179,0
28181,1
28186,1
28197,0
28198,1
28199,1
28200,0
28201,1
28204,1
28205,0
28207,0
28211,1
28214,0
28216,1
28217,1
28218,1
28219,0
28220,0
28221,0
28222,1
28225,0
28226,0
28228,0
28229,1
28233,1
28234,0
28235,1
28238,0
28240,0
28242,0
28243,1
28247,1
28248,0
28251,0
28252,0
28254,0
28255,1
28256,1
28257,1
28258,1
28259,0
28260,0
28261,0
28265,1
28266,1
28267,1
28268,0
28269,1
28274,1
28276,1
28279,1
28280,1
28282,1
28285,0
28289,0
28291,1
28293,1
28299,0
28300,1
28303,0
28305,1
28307,1
28308,1
28311,1
28313,1
28314,0
28315,0
28318,0
28324,1
28325,1
28327,0
28329,1
28331,0
28334,0
28337,0
28338,0
28342,1
28343,0
28345,1
28348,0
28352,0
28353,0
28354,0
28356,0
28357,1
28359,1
28361,1
28362,0
28363,0
28364,1
28365,1
28366,1
28367,0
28371,0
28372,0
28377,0
28378,0
28384,1
28385,1
28386,1
28387,0
28388,0
28389,1
28394,0
28396,0
28397,0
28398,0
28399,0
28400,0
28407,1
28408,1
28409,1
28412,1
28413,1
28415,0
28417,0
28418,1
28420,1
28421,1
28422,0
28423,0
28425,0
28426,1
28427,1
28429,1
28431,1
28434,1
28435,1
28437,1
28438,1
28439,0
28441,0
28443,1
28444,1
28445,1
28446,0
28448,1
28457,1
28459,1
28460,0
28461,1
28462,1
28463,0
28464,1
28467,1
28468,0
28469,1
28470,0
28471,1
28472,1
28473,1
28474,0
28476,1
28477,1
28479,0
28480,1
28483,0
28484,1
28485,1
28488,0
28489,0
28491,1
28492,0
28494,0
28497,1
28502,0
28503,0
28504,1
28505,0
28506,0
28507,1
28511,1
28514,1
28517,0
28520,1
28521,0
28522,1
28523,1
28527,1
28529,1
28531,1
28534,0
28535,1
28537,1
28539,0
28541,1
28542,0
28543,0
28544,1
28549,1
28550,0
28551,1
28554,0
28555,0
28557,0
28558,1
28560,0
28561,0
28567,1
28568,0
28569,0
28571,1
28575,1
28576,1
28577,0
28580,1
28582,1
28586,0
28587,0
28590,1
28592,1
28593,1
28596,0
28597,0
28601,0
28604,1
28606,0
28607,0
28608,1
28609,1
28614,0
28616,1
28619,0
28620,1
28623,0
28625,0
28627,0
28629,1
28633,0
28634,1
28635,0
28638,1
28640,1
28642,1
28643,1
28644,0
28645,1
28647,0
28649,1
28650,1
28651,0
28653,1
28654,0
28658,0
28661,1
28665,1
28666,1
28667,0
28668,0
28669,1
28671,0
28673,1
28674,0
28675,1
28676,0
28678,1
28680,1
28683,1
28687,1
28689,0
28694,1
28696,1
28699,1
28700,1
28701,1
28704,0
28706,1
28711,0
28713,1
28714,0
28719,0
28723,0
28725,1
28726,0
28730,1
28732,1
28738,1
28741,1
28742,1
28743,1
28744,0
28745,1
28748,1
28749,1
28753,0
28755,0
28756,1
28757,1
28762,1
28766,1
28767,1
28768,1
28769,1
28771,1
28774,0
28776,1
28777,1
28778,1
28780,1
28782,0
28783,1
28785,0
28788,1
28790,1
28794,0
28798,1
28808,0
28810,1
28811,1
28813,0
28814,1
28816,1
28819,0
28820,0
28821,1
28822,1
28824,0
28825,0
28827,1
28828,0
28831,1
28832,1
28833,0
28834,0
28835,1
28837,1
28838,1
28840,0
28844,1
28847,1
28848,0
28851,0
28853,1
28855,0
28859,1
28860,1
28862,1
28864,0
28866,0
28869,0
28870,1
28871,0
28874,0
28876,1
28877,0
28879,0
28881,1
28885,1
28886,0
28888,1
28889,1
28891,0
28902,1
28903,1
28906,1
28908,0
28909,0
28913,1
28914,0
28915,0
28921,0
28924,1
28925,0
28926,0
28928,1
28931,1
28936,1
28937,0
28938,1
28939,1
28940,1
28941,1
28942,0
28943,1
28947,0
28950,1
28953,0
28954,0
28955,1
28956,0
28957,0
28959,1
28961,1
28962,0
28964,0
28967,1
28968,0
28973,1
28975,0
28982,1
28983,0
28984,1
28988,0
28989,0
28992,1
28994,1
28995,1
28997,1
29001,1
29002,0
29003,1
29005,1
29006,1
29008,1
29009,1
29011,1
29012,0
29013,1
29015,1
29020,0
29022,0
29025,0
29027,0
29029,1
29031,1
29033,1
29038,0
29040,1
29041,1
29042,1
29043,1
29044,1
29045,0
29046,1
29047,1
29049,1
29050,1
29053,1
29055,0
29058,1
29059,0
29064,1
29065,1
29070,1
29073,1
29074,0
29075,0
29081,1
29082,0
29083,0
29088,1
29089,0
29090,1
29096,1
29098,1
29102,0
29104,1
29105,0
29107,1
29109,0
29113,0
29117,1
29120,0
29121,1
29125,0
29127,1
29136,1
29137,1
29138,0
29140,1
29141,0
29145,1
29150,1
29152,1
29155,1
29158,1
29159,0
29161,0
29163,1
29165,1
29167,0
29169,0
29170,1
29172,0
29173,1
29174,0
29175,1
29177,0
29183,1
29184,0
29185,1
29187,1
29188,0
29189,0
29191,0
29193,0
29198,1
29199,1
29204,0
29208,0
29209,1
29211,1
29212,1
29216,0
29217,0
29220,1
29224,0
29225,0
29226,0
29228,0
29230,1
29233,1
29234,1
29235,1
29239,0
29244,1
29245,1
29246,1
29247,0
29248,0
29254,1
29258,1
29266,0
29267,0
29268,1
29277,1
29280,0
29283,0
29284,1
29285,1
29286,1
29287,0
29288,1
29290,0
29291,0
29294,1
29295,1
29298,1
29299,0
29306,0
29307,1
29308,1
29310,1
29312,1
29316,1
29319,1
29320,0
29323,1
29327,0
29328,0
29329,0
29331,1
29332,0
29335,1
29336,1
29343,1
29344,1
29345,1
29350,1
29352,1
29354,1
29356,0
29359,1
29360,1
29361,0
29362,0
29363,0
29368,1
29370,1
29373,1
29381,1
29383,1
29385,1
29387,0
29388,1
29389,0
29390,1
29394,1
29397,0
29398,0
29399,1
29403,1
29404,1
29407,1
29412,0
29418,0
29419,0
29421,0
29423,0
29424,1
29425,0
29427,1
29430,1
29431,0
29432,1
29434,1
29435,1
29437,0
29438,0
29441,0
29444,1
29445,1
29452,1
29453,1
29456,0
29459,1
29463,1
29468,1
29470,1
29471,0
29473,0
29476,1
29477,1
29478,0
29480,0
29483,0
29484,0
29485,1
29489,1
29490,1
29494,1
29496,0
29500,1
29505,0
29509,0
29512,1
29514,1
29515,1
29516,1
29517,1
29518,1
29519,1
29522,1
29524,1
29525,0
29526,1
29528,0
29529,1
29533,1
29534,0
29536,1
29541,0
29543,1
29544,1
29545,1
29548,1
29549,1
29550,1
29552,1
29553,1
29555,1
29556,1
29560,0
29562,1
29563,0
29566,1
29567,0
29568,0
29569,1
29570,1
29572,0
29574,1
29575,1
29578,1
29581,0
29582,1
29584,1
29586,1
29588,1
29589,1
29593,0
29594,1
29595,0
29597,0
29598,0
29602,0
29606,1
29613,1
29614,1
29615,1
29616,0
29619,1
29620,0
29621,1
29623,1
29624,0
29629,1
29630,0
29632,1
29633,0
29636,1
29639,1
29640,1
29642,0
29644,1
29645,1
29646,1
29649,0
29650,1
29657,0
29658,0
29660,1
29661,1
29664,1
29666,1
29669,1
29675,1
29679,0
29680,1
29681,0
29682,1
29683,0
29685,0
29688,0
29689,0
29690,0
29692,0
29693,1
29694,0
29697,0
29698,0
29699,1
29700,1
29702,1
29703,0
29709,0
29711,0
29713,1
29714,0
29715,0
29716,1
29718,1
29719,1
29721,0
29723,1
29724,1
29727,1
29732,1
29734,1
29738,0
29741,0
29746,1
29749,1
29752,0
29753,1
29755,0
29757,0
29758,0
29767,0
29768,1
29769,0
29772,1
29775,0
29777,1
29778,1
29779,1
29780,0
29781,1
29784,0
29789,0
29791,0
29793,1
29794,1
29798,1
29801,1
29802,1
29808,0
29810,0
29812,0
29819,1
29821,1
29823,0
29826,0
29827,0
29828,1
29829,0
29830,1
29833,1
29834,1
29837,1
29840,1
29843,1
29851,0
29859,0
29862,0
29865,1
29867,0
29870,1
29871,0
29874,1
29877,1
29878,0
29879,0
29881,0
29883,0
29885,1
29886,0
29887,0
29888,0
29892,1
29895,1
29896,1
29899,0
29902,0
29908,0
29909,1
29911,0
29913,1
29916,1
29919,1
29923,1
29924,0
29925,1
29927,0
29928,1
29931,0
29932,1
29936,1
29941,1
29948,1
29949,1
29950,0
29953,1
29955,0
29957,0
29958,1
29963,0
29970,0
29971,1
29973,1
29977,1
29980,1
29982,1
29986,0
29988,1
29989,1
29991,0
29995,1
29996,0
29999,1
30004,1
30005,0
30007,1
30009,0
30010,0
30012,1
30020,1
30021,0
30024,0
30025,1
30031,1
30034,1
30040,0
30041,1
30042,0
30048,1
30050,1
30051,1
30056,1
30057,1
30061,1
30062,1
30063,0
30065,1
30066,0
30068,0
30074,1
30075,1
30076,1
30080,1
30081,1
30084,1
30087,0
30089,0
30091,1
30093,1
30096,0
30104,1
30105,0
30109,1
30110,1
30111,1
30114,1
30115,0
30116,0
30119,1
30120,1
30121,0
30123,1
30126,0
30127,1
30133,1
30136,1
30141,0
30144,0
30146,0
30152,0
30154,1
30155,0
30156,0
30159,1
30160,0
30165,1
30166,1
30167,0
30176,1
30179,1
30180,1
30181,0
30184,1
30186,0
30188,1
30189,1
30192,1
30196,0
30197,1
30198,1
30199,1
30201,1
30204,1
30205,1
30207,0
30208,1
30211,1
30214,1
30215,1
30218,1
30219,0
30221,1
30222,0
30231,0
30232,0
30235,1
30237,1
30239,1
30247,1
30248,1
30249,0
30250,1
30251,1
30255,0
30257,1
30258,1
30259,0
30270,0
30272,0
30274,1
30276,1
30284,0
30289,1
30296,0
30299,1
30306,1
30307,1
30315,1
30320,1
30324,0
30326,0
30342,1
30344,1
30349,0
30352,1
30353,1
30359,0
30363,1
30366,0
30368,0
30370,1
30372,1
30373,1
30374,1
30378,0
30382,1
30385,1
30389,0
30390,1
30393,1
30394,1
30397,0
30398,0
30399,1
30402,1
30404,1
30405,1
30411,1
30413,0
30415,1
30416,1
30418,1
30419,1
30426,1
30427,1
30434,1
30439,1
30440,1
30441,0
30442,1
30443,1
30445,0
30446,0
30447,1
30452,1
30453,1
30456,1
30457,1
30458,0
30460,0
30461,0
30462,1
30463,0
30469,0
30470,1
30474,1
30475,0
30476,1
30480,1
30481,0
30484,1
30485,1
30491,0
30493,1
30494,1
30496,0
30499,1
30500,1
30502,1
30504,0
30509,1
30513,1
30515,1
30521,1
30524,0
30531,1
30532,0
30533,0
30538,0
30540,0
30541,1
30542,1
30543,1
30546,1
30548,0
30549,0
30553,1
30554,1
30560,0
30562,0
30569,0
30571,0
30573,0
30576,1
30577,1
30580,0
30581,0
30582,0
30583,0
30589,0
30590,1
30591,1
30593,1
30597,1
30598,1
30601,1
30605,1
30607,1
30608,1
30610,1
30619,1
30620,0
30624,0
30626,1
30633,1
30636,1
30638,1
30639,0
30641,1
30648,1
30653,0
30655,0
30658,1
30659,0
30660,0
30663,1
30665,0
30666,0
30668,1
30669,1
30670,0
30671,1
30672,0
30673,0
30674,0
30675,0
30676,0
30677,0
30678,1
30681,0
30683,1
30684,1
30687,1
30692,0
30698,0
30700,1
30701,1
30703,0
30705,1
30713,1
30714,1
30715,0
30716,1
30717,1
30721,0
30728,1
30730,1
30731,1
30732,0
30733,0
30734,1
30736,0
30738,0
30740,0
30743,1
30744,0
30750,0
30754,1
30757,0
30758,1
30759,0
30760,1
30761,0
30762,1
30764,1
30769,1
30772,1
30774,0
30777,1
30779,0
30782,1
30783,1
30785,1
30787,1
30789,1
30790,0
30791,1
30793,1
30795,1
30799,1
30801,1
30806,1
30808,0
30810,1
30811,1
30816,0
30820,1
30821,1
30825,0
30828,1
30832,0
30838,1
30839,0
30840,1
30844,1
30854,1
30855,0
30858,1
30859,1
30860,0
30862,1
30865,1
30867,0
30876,1
30883,0
30887,1
30889,0
30891,0
30893,0
30894,0
30895,1
30896,0
30897,0
30898,1
30900,0
30904,0
30905,1
30906,1
30908,1
30913,0
30914,1
30919,1
30920,0
30921,0
30923,1
30924,1
30926,0
30929,0
30934,0
30936,1
30937,0
30942,1
30944,1
30945,0
30946,1
30947,1
30948,0
30949,1
30951,1
30954,1
30955,1
30961,0
30962,1
30963,1
30964,1
30966,1
30967,1
30969,1
30971,0
30975,1
30980,1
30983,0
30985,1
30986,1
30988,0
30990,1
30992,1
30994,0
30998,0
30999,1
31000,1
31003,1
31004,0
31005,1
31010,1
31013,1
31015,0
31018,1
31019,1
31020,1
31040,1
31042,1
31043,1
31047,0
31049,1
31050,1
31051,0
31052,0
31054,1
31058,1
31059,1
31060,1
31063,1
31064,0
31065,0
31067,1
31068,1
31070,1
31071,1
31077,1
31080,1
31081,1
31083,1
31086,1
31090,0
31094,1
31098,1
31106,1
31107,0
31109,1
31110,1
31117,0
31118,0
31120,0
31121,0
31125,0
31127,0
31129,1
31131,0
31133,0
31134,0
31135,1
31138,1
31139,0
31145,1
31146,0
31147,0
31148,1
31151,1
31153,1
31155,1
31156,1
31158,0
31159,0
31161,0
31163,0
31167,1
31168,1
31169,1
31175,0
31178,1
31179,1
31180,1
31181,1
31185,1
31187,0
31192,0
31199,1
31202,0
31205,0
31209,1
31214,1
31215,0
31217,0
31218,1
31219,1
31220,0
31224,0
31225,0
31226,1
31228,1
31230,1
31232,1
31235,1
31237,0
31238,1
31239,1
31249,0
31250,1
31251,1
31253,0
31254,1
31257,1
31258,0
31260,1
31262,1
31264,1
31265,1
31267,1
31268,1
31270,1
31271,1
31275,0
31280,1
31283,1
31284,1
31285,0
31287,1
31290,1
31292,0
31299,1
31303,1
31308,1
31315,1
31322,0
31325,1
31326,1
31327,0
31328,0
31330,0
31334,0
31335,1
31337,0
31339,0
31343,0
31345,1
31346,1
31348,1
31350,0
31351,1
31353,1
31354,1
31358,1
31360,0
31361,1
31367,0
31369,1
31370,1
31373,0
31379,1
31381,0
31383,0
31386,0
31387,1
31389,1
31394,1
31395,0
31396,0
31398,0
31399,0
31400,1
31403,0
31406,0
31409,0
31410,0
31413,1
31415,1
31416,0
31417,1
31422,0
31423,1
31428,1
31429,1
31430,0
31431,1
31432,0
31434,1
31438,1
31440,1
31441,1
31443,1
31445,0
31448,1
31449,0
31450,0
31452,0
31455,1
31456,0
31458,0
31459,1
31460,0
31462,1
31463,0
31464,1
31465,1
31467,0
31468,0
31469,0
31471,1
31473,1
31476,1
31480,1
31481,1
31484,0
31487,1
31490,1
31491,1
31495,1
31497,1
31499,0
31504,0
31506,1
31507,1
31515,1
31516,0
31520,1
31522,0
31523,1
31525,1
31526,1
31527,1
31529,1
31531,1
31532,1
31534,0
31536,1
31539,0
31540,1
31541,0
31542,0
31545,0
31546,0
31549,1
31551,1
31552,1
31553,1
31558,0
31559,1
31561,1
31565,1
31571,1
31572,0
31573,1
31575,0
31576,1
31578,0
31579,1
31583,0
31584,1
31585,0
31586,1
31587,0
31590,0
31596,1
31598,1
31600,1
31602,1
31603,1
31604,1
31612,0
31617,0
31619,0
31620,1
31623,0
31625,1
31628,1
31631,0
31632,0
31635,0
31638,1
31642,1
31645,1
31646,1
31647,1
31649,1
31655,1
31660,0
31666,0
31669,0
31674,1
31678,1
31679,0
31680,1
31682,0
31685,0
31688,1
31690,1
31696,0
31697,1
31698,0
31703,0
31704,0
31705,1
31706,0
31707,0
31710,1
31712,1
31713,1
31722,0
31724,1
31725,0
31730,0
31731,1
31732,1
31737,1
31740,1
31741,0
31743,0
31745,1
31747,0
31748,0
31751,1
31755,1
31758,1
31759,0
31760,1
31763,1
31764,1
31766,1
31768,1
31770,1
31771,0
31772,1
31776,1
31777,1
31778,1
31780,1
31781,1
31785,1
31789,0
31790,1
31795,0
31799,0
31807,1
31808,0
31810,0
31811,0
31812,1
31813,0
31814,0
31816,0
31817,0
31823,0
31824,0
31828,1
31829,1
31832,1
31836,1
31838,0
31839,1
31840,0
31841,1
31842,1
31843,0
31844,0
31846,1
31850,1
31851,1
31853,0
31854,0
31855,0
31857,1
31858,1
31859,0
31863,1
31865,1
31870,1
31882,1
31885,1
31887,1
31888,0
31890,0
31897,0
31899,0
31907,0
31911,1
31915,1
31916,1
31918,0
31921,1
31922,0
31925,1
31927,0
31928,1
31936,0
31937,1
31942,0
31943,1
31945,1
31946,1
31949,0
31951,0
31955,0
31957,1
31959,0
31960,0
31962,1
31963,1
31964,0
31966,1
31967,1
31972,1
31977,0
31982,0
31984,0
31986,1
31987,1
31990,0
31992,1
31996,1
32000,1
32002,0
32006,0
32009,1
32013,1
32017,0
32019,1
32022,1
32023,1
32025,1
32027,0
32029,1
32031,1
32033,1
32034,1
32035,0
32036,1
32040,1
32041,1
32042,1
32046,0
32050,0
32051,1
32054,1
32055,1
32059,1
32064,0
32065,0
32066,1
32068,1
32069,0
32070,1
32073,0
32075,1
32079,0
32080,0
32081,1
32083,1
32087,1
32089,1
32090,1
32091,1
32092,1
32095,0
32100,1
32101,0
32102,1
32104,1
32105,1
32106,1
32107,0
32111,1
32113,0
32118,1
32120,0
32121,1
32122,1
32123,1
32124,1
32126,1
32128,1
32129,1
32131,1
32132,1
32133,0
32134,1
32144,1
32147,0
32151,0
32154,1
32156,1
32160,1
32163,1
32165,1
32167,0
32168,0
32169,1
32170,0
32171,1
32172,1
32177,0
32178,1
32180,1
32183,1
32189,0
32201,1
32202,1
32204,0
32206,0
32208,0
32209,0
32210,1
32211,0
32218,0
32220,1
32224,1
32225,1
32230,1
32233,0
32246,1
32248,0
32253,0
32257,0
32258,1
32259,1
32262,0
32264,1
32266,1
32271,0
32276,1
32280,0
32282,1
32285,0
32286,0
32290,1
32296,1
32298,1
32299,0
32301,0
32304,0
32306,1
32307,1
32308,1
32310,0
32314,0
32315,0
32316,0
32319,0
32333,0
32334,1
32335,1
32339,1
32340,1
32341,0
32343,1
32347,0
32351,0
32352,0
32356,1
32357,1
32358,1
32359,0
32361,1
32362,1
32365,1
32368,1
32371,1
32373,1
32375,1
32376,1
32379,0
32381,1
32382,1
32384,1
32386,0
32387,0
32391,1
32392,0
32393,0
32394,1
32396,1
32403,0
32406,0
32408,0
32412,1
32413,0
32415,0
32416,1
32417,0
32423,1
32427,1
32429,1
32430,1
32431,1
32433,1
32438,0
32442,1
32445,1
32446,1
32448,1
32450,0
32452,0
32453,1
32455,0
32456,1
32458,0
32465,0
32470,1
32471,1
32472,0
32473,0
32476,0
32481,0
32482,1
32484,0
32486,1
32488,1
32490,1
32493,1
32496,1
32497,1
32500,1
32502,1
32503,0
32504,0
32505,0
32508,1
32510,0
32512,0
32516,0
32519,0
32523,1
32524,1
32525,0
32528,0
32531,1
32533,1
32535,1
32536,0
32537,0
32538,1
32543,1
32545,1
32547,1
32552,1
32554,1
32556,1
32557,1
32559,1
32564,1
32565,1
32566,0
32573,0
32574,0
32576,1
32578,0
32580,0
32584,1
32585,0
32586,0
32587,1
32589,1
32592,0
32594,1
32595,1
32598,1
32601,0
32604,0
32605,1
32607,0
32608,1
32609,0
32611,0
32613,0
32615,1
32616,1
32617,1
32619,1
32620,1
32621,1
32622,1
32623,1
32625,1
32627,1
32630,1
32634,1
32637,0
32638,1
32641,0
32642,0
32648,0
32650,1
32651,1
32652,0
32653,1
32654,1
32656,1
32659,1
32660,1
32661,1
32662,0
32666,0
32667,1
32669,1
32673,0
32674,0
32676,1
32678,0
32679,1
32682,1
32683,0
32684,0
32687,1
32688,0
32689,0
32691,1
32693,0
32694,0
32696,0
32697,0
32698,0
32700,1
32702,1
32703,1
32706,1
32707,1
32708,1
32710,0
32714,1
32715,0
32716,0
32717,1
32720,1
32721,0
32724,1
32727,0
32728,0
32729,0
32731,1
32732,1
32733,1
32734,0
32735,1
32737,0
32738,1
32740,1
32743,0
32744,1
32745,1
32746,1
32749,1
32754,1
32756,1
32757,0
32759,0
32765,0
32769,1
32770,1
32774,1
32777,1
32778,1
32781,1
32783,1
32785,1
32791,1
32796,0
32797,1
32799,0
32800,1
32801,1
32804,1
32805,1
32807,1
32808,1
32811,1
32812,0
32813,1
32814,0
32815,1
32816,1
32817,1
32818,1
32821,1
32824,0
32827,1
32832,1
32836,1
32839,1
32840,0
32842,0
32843,0
32848,0
32849,1
32850,0
32855,0
32856,1
32857,1
32859,1
32862,1
32863,1
32864,0
32865,1
32869,1
32872,1
32875,0
32877,1
32878,1
32880,0
32881,0
32882,0
32883,1
32884,0
32886,1
32887,0
32888,1
32889,1
32890,1
32891,1
32895,0
32897,0
32901,0
32903,1
32905,1
32906,1
32907,1
32909,1
32910,1
32911,1
32913,0
32914,1
32916,0
32917,1
32924,1
32927,1
32929,0
32930,0
32931,0
32932,0
32933,0
32934,1
32938,1
32944,0
32945,0
32950,1
32951,1
32954,0
32956,0
32957,1
32960,0
32961,0
32970,1
32971,1
32975,1
32977,1
32979,0
32980,0
32981,1
32982,1
32985,0
32990,1
32991,0
32993,0
32996,0
32999,1
33004,1
33009,0
33011,1
33012,1
33014,0
33017,0
33021,0
33023,1
33028,1
33029,1
33030,1
33033,1
33034,0
33035,1
33036,1
33037,0
33038,1
33039,1
33040,1
33041,1
33047,0
33048,1
33052,0
33054,1
33055,1
33056,1
33058,0
33059,1
33060,0
33062,0
33063,1
33065,1
33066,0
33069,1
33071,0
33076,1
33079,0
33082,1
33084,0
33088,1
33091,0
33092,0
33093,1
33095,1
33097,1
33100,0
33103,0
33104,0
33110,0
33112,1
33113,1
33118,0
33119,0
33120,0
33122,0
33124,0
33125,1
33126,1
33129,1
33131,0
33132,1
33133,0
33134,1
33136,0
33139,0
33143,0
33153,1
33154,0
33157,1
33158,0
33159,1
33161,0
33162,1
33165,0
33166,1
33167,1
33168,1
33169,1
33170,1
33171,0
33174,0
33176,1
33179,0
33180,0
33181,0
33184,0
33187,1
33188,1
33189,0
33197,0
33199,1
33201,0
33204,0
33205,1
33206,0
33207,0
33211,1
33214,1
33215,1
33217,0
33218,0
33220,1
33221,0
33223,1
33225,0
33226,0
33229,0
33230,1
33233,0
33234,1
33238,0
33240,0
33241,0
33244,1
33246,0
33247,0
33248,1
33250,0
33252,0
33253,0
33254,1
33256,1
33257,0
33258,1
33259,1
33261,0
33264,1
33270,0
33271,1
33272,1
33273,1
33274,1
33276,1
33277,1
33286,0
33289,1
33294,1
33295,0
33296,0
33298,1
33299,0
33300,0
33301,1
33304,1
33305,1
33308,1
33309,0
33313,1
33315,0
33316,1
33317,1
33318,1
33319,1
33320,1
33321,0
33322,1
33323,0
33324,1
33328,1
33330,1
33331,0
33332,1
33336,1
33337,1
33338,1
33342,0
33343,0
33345,1
33349,0
33351,1
33352,0
33358,1
33359,1
33360,0
33361,0
33362,1
33363,1
33364,1
33365,0
33372,0
33373,0
33374,0
33378,1
33379,1
33385,1
33386,1
33387,1
33388,0
33389,0
33395,1
33396,0
33397,0
33399,1
33403,1
33405,0
33406,1
33407,1
33408,1
33413,0
33415,0
33416,1
33418,1
33419,1
33420,1
33421,1
33424,0
33425,0
33431,0
33432,1
33433,0
33435,0
33441,0
33442,1
33443,1
33444,1
33445,0
33448,1
33449,1
33450,0
33452,0
33453,1
33454,0
33455,1
33456,1
33457,1
33458,1
33459,0
33460,1
33463,1
33465,0
33468,1
33471,0
33478,0
33482,0
33485,0
33486,0
33490,1
33491,1
33492,1
33495,1
33500,0
33503,1
33504,0
33505,1
33506,0
33507,0
33509,0
33512,0
33513,0
33514,0
33521,1
33522,1
33524,1
33525,0
33526,0
33527,1
33531,0
33532,0
33533,0
33534,0
33539,0
33543,1
33544,1
33546,1
33548,0
33550,1
33551,1
33553,1
33554,0
33555,0
33556,1
33562,1
33563,0
33564,1
33565,1
33566,1
33567,0
33569,1
33570,0
33571,1
33572,1
33574,1
33576,0
33577,1
33578,1
33581,1
33583,0
33584,0
33586,0
33587,0
33590,1
33592,1
33599,0
33602,0
33605,0
33610,1
33613,1
33616,0
33620,1
33621,1
33624,1
33625,1
33626,1
33627,1
33628,1
33633,0
33634,1
33637,1
33641,1
33642,0
33644,1
33645,1
33647,0
33650,1
33654,1
33657,0
33660,1
33663,1
33665,0
33666,1
33667,0
33669,0
33675,1
33676,1
33678,0
33679,1
33680,0
33681,1
33683,1
33684,1
33686,1
33687,1
33689,0
33692,1
33693,1
33695,1
33696,1
33697,0
33699,0
33701,1
33702,1
33704,1
33705,0
33707,0
33708,1
33710,1
33713,1
33715,0
33717,0
33719,1
33721,1
33722,1
33723,1
33724,1
33725,1
33726,1
33728,0
33730,0
33731,0
33732,0
33736,0
33740,1
33744,1
33746,1
33748,1
33749,1
33750,1
33755,1
33757,0
33759,1
33761,1
33762,1
33763,1
33766,1
33768,1
33769,1
33770,0
33773,1
33774,0
33777,1
33778,1
33779,1
33780,0
33781,0
33782,1
33787,0
33788,0
33789,0
33790,0
33791,0
33795,1
33796,0
33797,1
33799,1
33800,1
33802,1
33803,1
33807,1
33809,1
33811,0
33814,1
33816,1
33818,0
33820,1
33821,1
33823,0
33826,0
33828,1
33829,0
33830,1
33833,1
33835,1
33838,1
33844,1
33846,1
33847,1
33848,0
33850,1
33851,0
33852,1
33854,1
33857,1
33860,0
33861,0
33862,1
33864,0
33866,1
33873,0
33875,0
33876,0
33877,0
33878,1
33879,0
33884,1
33887,0
33888,0
33889,0
33898,1
33900,1
33901,0
33908,0
33909,1
33910,0
33912,1
33914,0
33916,0
33918,0
33919,0
33922,0
33926,0
33928,0
33929,0
33930,0
33931,1
33932,1
33934,0
33935,1
33937,1
33938,0
33940,0
33941,0
33943,1
33944,0
33947,0
33949,1
33952,0
33953,1
33954,1
33957,1
33958,0
33960,0
33966,1
33969,1
33970,0
33973,0
33974,0
33975,1
33977,1
33978,0
33980,1
33982,1
33983,1
33985,1
33987,1
33989,0
33990,1
33991,1
33992,0
33995,1
33996,0
33997,1
33998,0
33999,1
34000,1
34001,0
34004,0
34010,1
34011,1
34013,0
34015,1
34018,0
34019,1
34020,0
34021,1
34024,0
34027,1
34030,1
34031,0
34032,1
34033,0
34034,0
34037,0
34038,0
34042,1
34043,1
34046,1
34047,1
34048,1
34049,0
34052,0
34054,1
34056,1
34058,1
34059,1
34060,0
34061,1
34065,1
34066,0
34067,1
34071,0
34072,0
34076,0
34077,0
34079,1
34080,0
34081,0
34083,1
34085,1
34086,1
34088,0
34089,1
34091,0
34093,1
34097,0
34099,0
34101,0
34106,1
34110,1
34112,0
34113,1
34116,1
34117,0
34121,1
34122,1
34123,0
34127,0
34132,0
34133,0
34134,1
34136,1
34138,0
34144,0
34147,1
34149,0
34151,0
34152,1
34153,1
34156,1
34157,0
34158,1
34161,1
34166,1
34169,1
34172,1
34174,0
34175,1
34178,1
34179,1
34180,0
34181,1
34182,0
34183,1
34184,0
34187,0
34188,1
34190,1
34191,1
34193,1
