,CRIM,ZN,CHAS,NOX,RM,DIS,RAD,TAX,PTRATIO,B,LSTAT,Price,Price_Est,SST,SSR,RMSE
205,0.13642,0,0,0.489,5.891,3.9454,4,277,18.6,396.9,10.87,22.6,22.67078309,0.00451499,0.019037588,0.005010246
206,0.22969,0,0,0.489,6.326,4.3549,4,277,18.6,394.87,10.97,24.4,23.63196897,3.486412223,1.208158531,0.589871657
207,0.25199,0,0,0.489,5.783,4.3549,4,277,18.6,389.43,18.06,22.5,17.80945685,0.001076255,22.31003022,22.001195
208,0.13587,0,1,0.489,6.064,4.2392,4,277,18.6,381.32,14.66,24.4,23.48311625,3.486412223,0.903088959,0.840675807
209,0.43571,0,1,0.489,5.344,3.875,4,277,18.6,396.9,23.09,20,16.99647894,6.415107875,30.65092095,9.021138782
210,0.17446,0,1,0.489,5.96,3.8771,4,277,18.6,393.25,17.27,21.7,22.37103637,0.693566373,0.026169519,0.450289804
211,0.37578,0,1,0.489,5.404,3.665,4,277,18.6,395.24,23.98,19.3,17.06398635,10.45103673,29.90799193,4.999757052
212,0.21719,0,1,0.489,5.807,3.6526,4,277,18.6,390.94,16.03,22.4,22.74641178,0.01763752,0.045627292,0.120001124
213,0.14052,0,0,0.489,6.375,3.9454,4,277,18.6,385.81,9.38,28.1,25.18585005,30.99364542,7.038641022,8.492269919
214,0.28955,0,0,0.489,5.412,3.5875,4,277,18.6,348.93,29.55,23.7,11.15916573,1.362341077,129.3597004,157.2725242
215,0.19802,0,0,0.489,6.182,3.9454,4,277,18.6,393.63,9.47,25,24.47160025,6.087044634,3.758921895,0.279206294
216,0.0456,0,1,0.55,5.888,3.1121,5,276,16.4,392.8,13.51,23.3,26.54776009,0.588586136,16.11985374,10.5479456
217,0.07013,0,0,0.55,6.642,3.4211,5,276,16.4,392.78,9.69,28.7,28.22770914,38.03427784,32.43191806,0.223058658
218,0.11069,0,1,0.55,5.951,2.8893,5,276,16.4,396.9,17.92,21.5,24.84624269,1.066688903,5.351987838,11.19734017
219,0.11425,0,1,0.55,6.373,3.3633,5,276,16.4,393.74,10.5,23,29.59089619,0.218269931,49.81663255,43.43991259
220,0.35809,0,1,0.507,6.951,2.8617,8,307,17.4,391.7,9.71,26.7,33.23807705,17.36550313,114.6028214,42.74645156
221,0.40771,0,1,0.507,6.164,3.048,8,307,17.4,395.24,21.46,21.7,23.85512104,0.693566373,1.748516197,4.64454668
222,0.62356,0,1,0.507,6.879,3.2721,8,307,17.4,390.39,9.93,27.5,32.19582583,24.67301301,93.37394589,22.05078019
223,0.6147,0,0,0.507,6.618,3.2721,8,307,17.4,396.9,7.6,30.1,29.76406965,57.26242013,52.29116929,0.1128492
224,0.31533,0,0,0.504,8.266,2.8944,8,307,17.4,385.05,4.14,44.8,38.37546995,495.8279142,250.9899907,41.27458639
225,0.52693,0,0,0.504,8.725,2.8944,8,307,17.4,382,4.63,50,39.81302791,754.4467284,298.606058,103.7744004
226,0.38214,0,0,0.504,8.04,3.2157,8,307,17.4,387.38,3.13,37.6,37.57895663,227.0203253,226.3866391,0.000442823
227,0.41238,0,0,0.504,7.163,3.2157,8,307,17.4,372.08,6.36,31.6,32.41138742,82.21400116,97.58636443,0.658349542
228,0.29819,0,0,0.504,7.686,3.3751,8,307,17.4,377.51,3.92,46.7,35.49970903,584.0532502,168.1405659,125.4465177
229,0.44178,0,0,0.504,6.552,3.3751,8,307,17.4,380.34,3.76,31.5,31.28306448,80.41056242,76.56701776,0.047061021
230,0.537,0,0,0.504,5.981,3.6715,8,307,17.4,378.35,11.65,24.3,24.51777175,3.122973488,3.940087742,0.047424535
231,0.46296,0,0,0.504,7.412,3.6715,8,307,17.4,376.14,5.25,31.7,33.28997429,84.03743989,115.7166626,2.52801823
232,0.57529,0,0,0.507,8.337,3.8384,8,307,17.4,385.91,2.47,41.7,38.03670708,367.3813134,240.3709388,13.41971499
233,0.33147,0,0,0.507,8.247,3.6519,8,307,17.4,378.95,3.95,48.3,37.16120572,663.9482699,213.9900689,124.072738
234,0.44791,0,1,0.507,6.726,3.6519,8,307,17.4,360.2,8.05,29,31.76801503,41.82459404,85.28907977,7.661907184
235,0.33045,0,0,0.507,6.086,3.6519,8,307,17.4,376.75,10.88,24,25.30398069,2.152657283,7.679407366,1.70036564
236,0.52058,0,1,0.507,6.631,4.148,8,307,17.4,388.45,9.54,25.1,30.14250813,6.59048337,57.90756154,25.42688822
237,0.51183,0,0,0.507,7.358,4.148,8,307,17.4,390.07,4.73,31.5,32.71729183,80.41056242,103.723745,1.481799395
238,0.08244,30,0,0.428,6.481,6.1899,6,300,16.6,379.41,6.36,23.7,28.41821837,1.362341077,34.638075,22.26158462
239,0.09252,30,0,0.428,6.606,6.1899,6,300,16.6,383.78,7.37,23.3,28.4051407,0.588586136,34.48431105,26.06246159
240,0.11329,30,0,0.428,6.897,6.3361,6,300,16.6,391.25,11.38,22,27.26476709,0.283882579,22.39145273,27.71777255
241,0.10612,30,0,0.428,6.095,6.3361,6,300,16.6,394.62,12.4,20.1,23.71495012,5.918546611,1.397463959,13.06786438
242,0.1029,30,0,0.428,6.358,7.0355,6,300,16.6,372.75,11.22,22.2,24.08440259,0.110760049,2.407450972,3.550973121
243,0.12757,30,0,0.428,6.393,7.0355,6,300,16.6,374.71,5.19,23.7,27.38429036,1.362341077,23.53689737,13.57399547
244,0.20608,22,0,0.431,5.593,7.9549,7,330,19.1,372.49,12.5,17.6,16.2820815,24.33257823,39.07156085,1.736909178
245,0.19133,22,0,0.431,5.605,7.9549,7,330,19.1,389.13,18.46,18.5,13.3693556,16.26352685,83.96882921,26.32351198
246,0.33983,22,0,0.431,6.108,8.0555,7,330,19.1,390.18,9.16,24.3,19.98524238,3.122973488,6.49008206,18.61713334
247,0.19657,22,0,0.431,6.226,8.0555,7,330,19.1,376.14,10.15,20.5,19.80141456,4.132301551,7.460500958,0.488021614
248,0.16439,22,0,0.431,6.433,7.8265,7,330,19.1,374.71,9.52,24.5,21.24960137,3.869850958,1.646614944,10.56509123
249,0.19073,22,0,0.431,6.718,7.8265,7,330,19.1,393.74,6.56,26.2,24.05407712,13.44830946,2.314264828,4.604985015
250,0.1403,22,0,0.431,6.487,7.3967,7,330,19.1,396.28,5.9,24.4,24.19147459,3.486412223,2.751180416,0.043482847
251,0.21409,22,0,0.431,6.438,7.3967,7,330,19.1,377.07,3.59,24.8,25.02575035,5.140167164,6.214769936,0.050963222
252,0.08221,22,0,0.431,6.957,8.9067,7,330,19.1,386.09,3.53,29.6,24.87434155,49.94522645,5.482787195,22.33184782
253,0.36894,22,0,0.431,8.259,8.9067,7,330,19.1,396.9,3.54,42.8,29.88825021,410.7591395,54.10255482,166.7132825
254,0.04819,80,0,0.392,6.108,9.2203,1,315,16.4,392.89,6.57,21.9,23.92591019,0.400443844,1.940738392,4.104312114
255,0.03548,80,0,0.392,5.876,9.2203,1,315,16.4,395.18,9.25,20.9,21.66604576,2.666056492,0.751273879,0.586826103
256,0.01538,90,0,0.394,7.454,6.3361,3,244,15.9,386.34,3.11,44,37.43244474,460.8404043,221.9992249,43.13278212
257,0.61154,20,0,0.647,8.704,1.801,5,264,13,389.7,5.12,50,43.37610876,754.4467284,434.4432566,43.87593511
258,0.66351,20,0,0.647,7.333,1.8946,5,264,13,383.29,7.79,36,36.5638099,181.3653055,196.8690612,0.317881599
259,0.65665,20,0,0.647,6.842,2.0107,5,264,13,391.93,6.9,30.1,35.07013145,57.26242013,157.1845213,24.70220663
260,0.54011,20,0,0.647,7.203,2.1121,5,264,13,392.8,9.59,33.8,34.90607921,126.9496533,153.0978818,1.22341121
261,0.53412,20,0,0.647,7.52,2.1398,5,264,13,388.37,7.26,43.1,37.24694693,423.0094557,216.5059338,34.25823022
262,0.52014,20,0,0.647,8.398,2.2885,5,264,13,386.86,5.91,48.8,41.05576967,689.9654636,343.1001713,59.97310334
263,0.82526,20,0,0.647,7.327,2.0788,5,264,13,393.42,11.25,31,34.53452426,71.69336875,144.0412333,12.49286172
264,0.55007,20,0,0.647,7.206,1.9301,5,264,13,387.89,8.1,36.5,35.92108674,195.0824992,179.2460525,0.33514056
265,0.76162,20,0,0.647,5.56,1.9865,5,264,13,392.4,10.45,22.8,28.37036584,0.07139246,34.07710112,31.02897561
266,0.7857,20,0,0.647,7.014,2.1329,5,264,13,384.07,14.79,30.7,31.33119769,66.70305254,77.41169063,0.398410524
267,0.57834,20,0,0.575,8.297,2.4216,5,264,13,384.54,7.44,50,40.89673882,754.4467284,337.2340169,82.86936404
268,0.5405,20,0,0.575,7.47,2.872,5,264,13,390.3,3.16,43.5,39.3749014,439.6232106,283.6561665,17.01643846
269,0.09065,20,1,0.464,5.92,3.9175,3,223,18.6,391.34,13.65,20.7,25.72980129,3.359179022,10.22077681,25.29890102
270,0.29916,20,0,0.464,5.856,4.429,3,223,18.6,388.65,13,21.1,22.29635336,2.052933962,0.055910006,1.431261352
271,0.16211,20,0,0.464,6.24,4.429,3,223,18.6,396.9,6.59,25.2,27.19761498,7.113922105,21.76043976,3.990465592
272,0.1146,20,0,0.464,6.538,3.9175,3,223,18.6,394.96,7.73,24.4,28.48535191,3.486412223,35.43279895,16.69010023
273,0.22188,20,1,0.464,7.691,4.3665,3,223,18.6,390.77,6.58,35.2,35.46746826,160.4577956,167.3054793,0.071539269
274,0.05644,40,1,0.447,6.758,4.0776,4,254,17.6,396.9,3.53,32.4,36.11238118,97.36151104,184.4048534,13.78177406
275,0.09604,40,0,0.447,6.854,4.2673,4,254,17.6,396.9,2.98,32,33.75860695,89.6277561,126.0185998,3.092698419
276,0.10469,40,1,0.447,7.267,4.7872,4,254,17.6,389.25,6.05,33.2,35.59484836,113.7890209,170.6169423,5.735298687
277,0.06127,40,1,0.447,6.826,4.8628,4,254,17.6,393.45,4.16,33.1,34.83697537,111.6655822,151.392576,3.017083443
278,0.07978,40,0,0.447,6.482,4.1403,4,254,17.6,396.9,7.19,29.1,30.33560124,43.12803278,60.88360847,1.526710419
279,0.21038,20,0,0.4429,6.812,4.1007,5,216,14.9,396.9,4.85,35.1,35.31675872,157.9343569,163.4294388,0.046984342
280,0.03578,20,0,0.4429,7.82,4.6947,5,216,14.9,387.31,3.76,45.4,38.76148136,522.9085466,263.3698934,44.06992976
281,0.03705,20,0,0.4429,6.968,5.2447,5,216,14.9,392.23,4.59,35.4,34.31339349,165.5646731,138.782234,1.180713708
282,0.06129,20,1,0.4429,7.645,5.2119,5,216,14.9,377.07,3.01,46,40.33682963,550.709179,316.983246,32.07149859
283,0.01501,90,1,0.401,7.923,5.885,1,198,13.6,395.52,3.16,50,44.66565422,754.4467284,489.8629558,28.45524494
284,0.00906,90,0,0.4,7.088,7.3073,1,285,15.3,394.72,7.85,32.2,31.57348799,93.45463357,81.73392491,0.392517304
285,0.01096,55,0,0.389,6.453,7.3073,1,300,15.3,394.72,8.23,22,27.37181403,0.283882579,23.41599554,28.85638593
286,0.01965,80,0,0.385,6.23,9.0892,1,241,18.2,341.6,12.93,20.1,20.0788911,5.918546611,6.021699927,0.000445586
287,0.03871,52.5,0,0.405,6.209,7.3172,6,293,16.6,396.9,7.14,23.2,26.9739798,0.445147401,19.72402181,14.2429235
288,0.0459,52.5,0,0.405,6.315,7.3172,6,293,16.6,396.9,7.6,22.3,27.135774,0.054198785,21.18731143,23.38471018
289,0.04297,52.5,0,0.405,6.565,7.3172,6,293,16.6,371.72,9.51,24.8,26.85415161,5.140167164,18.6740251,4.219538845
290,0.03502,80,0,0.411,6.861,5.1167,4,245,19.2,396.9,3.33,28.5,33.39035934,35.60740037,117.8864575,23.91561449
291,0.07886,80,0,0.411,7.148,5.1167,4,245,19.2,396.9,3.56,37.3,34.35646829,218.0700091,139.7989822,8.664378951
292,0.03615,80,0,0.411,6.63,5.1167,4,245,19.2,396.9,4.7,27.9,31.79610525,28.80676795,85.80870699,15.17963612
293,0.08265,0,0,0.437,6.127,5.5027,4,289,16,396.9,8.58,23.9,25.66881365,1.869218547,9.834541948,3.128701728
294,0.08199,0,0,0.437,6.009,5.5027,4,289,16,396.9,10.4,21.7,24.26916439,0.693566373,3.014939347,6.600605683
295,0.12932,0,0,0.437,6.678,5.9604,4,289,16,396.9,6.27,28.6,28.28243343,36.8108391,33.05821188,0.100848525
296,0.05372,0,0,0.437,6.549,5.9604,4,289,16,392.85,7.39,27.1,27.17724507,20.85925807,21.57081128,0.005966801
297,0.14103,0,0,0.437,5.79,6.32,4,289,16,396.9,15.84,20.3,19.36728635,4.985424081,10.02051672,0.869954757
298,0.06466,70,0,0.4,6.345,7.8278,5,358,14.8,368.24,4.97,22.5,29.1189958,0.001076255,43.37789176,43.81110535
299,0.05561,70,0,0.4,7.041,7.8278,5,358,14.8,371.58,4.74,29,31.91715042,41.82459404,88.06591403,8.50976655
300,0.04417,70,0,0.4,6.871,7.8278,5,358,14.8,390.86,6.07,24.8,30.75636451,5.140167164,67.62690927,35.4782782
301,0.03537,34,0,0.433,6.59,5.4917,7,329,16.1,395.75,9.5,22,28.9178663,0.283882579,40.76899092,47.85687417
302,0.09266,34,0,0.433,6.495,5.4917,7,329,16.1,383.61,8.67,26.4,28.87136007,14.95518693,40.17726354,6.107620576
303,0.1,34,0,0.433,6.982,5.4917,7,329,16.1,390.43,4.86,33.1,32.77647561,111.6655822,104.9327604,0.104668031
304,0.05515,33,0,0.472,7.236,4.022,7,222,18.4,393.68,6.93,36.1,33.25139394,184.0687442,114.8881205,8.114556485
305,0.05479,33,0,0.472,6.616,3.37,7,222,18.4,393.36,8.93,28.4,30.81950536,34.42396163,68.66938098,5.854006206
306,0.07503,33,0,0.472,7.42,3.0992,7,222,18.4,396.9,6.47,33.4,35.59653891,118.0958984,170.661109,4.824783174
307,0.04932,33,0,0.472,6.849,3.1827,7,222,18.4,396.9,7.53,28.2,32.75001582,32.11708416,104.3913699,20.70264398
308,0.49298,0,0,0.544,6.635,3.3175,4,304,18.4,396.9,4.54,22.8,28.62086672,0.07139246,37.06447936,33.88248935
309,0.3494,0,0,0.544,5.972,3.1025,4,304,18.4,396.24,9.97,20.3,23.59304449,4.985424081,1.124104968,10.84414201
310,2.63548,0,0,0.544,4.973,2.5194,4,304,18.4,350.45,12.64,16.1,18.59663939,41.3809972,15.49341015,6.233208234
311,0.79041,0,0,0.544,6.122,2.6403,4,304,18.4,396.9,5.98,22.1,26.89671695,0.187321314,19.04371592,23.00849346
312,0.26169,0,0,0.544,6.023,2.834,4,304,18.4,396.3,11.72,19.4,23.2832318,9.814475464,0.563138401,15.07948924
313,0.26938,0,0,0.544,6.266,3.2628,4,304,18.4,393.39,7.9,21.6,25.53538625,0.870127638,9.015486199,15.48726492
314,0.3692,0,0,0.544,6.567,3.6023,4,304,18.4,395.69,9.28,23.8,25.46227771,1.605779812,8.581802601,2.763167185
315,0.25356,0,0,0.544,5.705,3.945,4,304,18.4,396.42,11.5,16.2,20.5329026,40.10443594,3.999614922,18.77404491
316,0.31827,0,0,0.544,5.914,3.9986,4,304,18.4,390.7,18.33,17.8,17.61785971,22.3994557,24.1567002,0.033175085
317,0.24522,0,0,0.544,5.782,4.0317,4,304,18.4,396.9,15.94,19.8,18.38123276,7.468230405,17.23556304,2.012900476
318,0.40202,0,0,0.544,6.382,3.5325,4,304,18.4,395.21,10.36,23.1,24.29074248,0.321708666,3.090339535,1.417867658
319,0.47547,0,0,0.544,6.113,4.0019,4,304,18.4,396.23,12.73,21,21.33040072,2.349495227,1.445779232,0.109164637
320,0.1676,0,0,0.493,6.426,4.5404,5,287,19.6,396.9,7.2,23.8,24.89664068,1.605779812,5.587712862,1.202620781
321,0.18159,0,0,0.493,6.376,4.5404,5,287,19.6,396.9,6.87,23.1,24.87750216,0.321708666,5.497598582,3.159513943
322,0.35114,0,0,0.493,6.041,4.7211,5,287,19.6,396.9,7.7,20.4,22.88209805,4.548862816,0.122004713,6.16081075
323,0.28392,0,0,0.493,5.708,4.7211,5,287,19.6,391.13,11.74,18.5,19.4584869,16.26352685,9.451439909,0.918697141
324,0.34109,0,0,0.493,6.415,4.7211,5,287,19.6,396.9,6.12,25,25.13069387,6.087044634,6.749019722,0.017080889
325,0.19186,0,0,0.493,6.431,5.4159,5,287,19.6,393.68,5.08,24.6,24.68412605,4.273289694,4.628176546,0.007077192
326,0.30347,0,0,0.493,6.312,5.4159,5,287,19.6,396.9,6.15,23,23.69040112,0.218269931,1.340025716,0.476653709
327,0.24103,0,0,0.493,6.083,5.4159,5,287,19.6,396.9,12.79,22.2,19.35653922,0.110760049,10.08867273,8.085269219
328,0.06617,0,0,0.46,5.868,5.2146,4,430,16.9,382.44,9.97,19.3,21.33984255,10.45103673,1.423162562,4.160957637
329,0.06724,0,0,0.46,6.333,5.2146,4,430,16.9,375.21,7.34,22.6,24.41466956,0.00451499,3.541409254,3.293025627
330,0.04544,0,0,0.46,6.144,5.8736,4,430,16.9,368.57,9.09,19.8,21.73853898,7.468230405,0.630860608,3.757933392
331,0.05023,35,0,0.4379,5.706,6.6407,1,304,16.9,394.02,12.43,17.1,19.99407938,29.51538456,6.445134507,8.375695446
332,0.03466,35,0,0.4379,6.031,6.6407,1,304,16.9,362.25,7.83,19.4,23.33978617,9.814475464,0.651216465,15.52191503
333,0.05083,0,0,0.515,6.316,6.4584,5,224,20.2,389.71,5.68,22.2,22.14883695,0.110760049,0.147432482,0.002617658
334,0.03738,0,0,0.515,6.31,6.4584,5,224,20.2,389.4,6.75,20.7,21.56542033,3.359179022,0.935835665,0.748952344
335,0.03961,0,0,0.515,6.037,5.9853,5,224,20.2,396.9,8.01,21.1,20.64481217,2.052933962,3.564521941,0.207195964
336,0.03427,0,0,0.515,5.869,5.2311,5,224,20.2,396.9,9.8,19.5,20.19706256,9.1979142,5.455698922,0.485896215
337,0.03041,0,0,0.515,5.895,5.615,5,224,20.2,394.81,10.56,18.5,19.30666206,16.26352685,10.40800684,0.650703673
338,0.03306,0,0,0.515,6.059,4.8122,5,224,20.2,396.14,8.51,20.6,22.21187576,3.735740287,0.10299643,2.598143453
339,0.05497,0,0,0.515,5.985,4.8122,5,224,20.2,396.9,9.74,19,21.29245231,12.48072052,1.538478075,5.255337603
340,0.06151,0,0,0.515,5.968,4.8122,5,224,20.2,396.9,9.29,18.7,21.46228618,14.69040432,1.146013388,7.630224918
341,0.01301,35,0,0.442,7.241,7.0379,1,284,15.5,394.74,5.49,32.7,30.36406799,103.3718272,61.32865922,5.456578374
342,0.02498,0,0,0.518,6.54,6.2669,1,422,15.9,389.96,8.65,16.5,22.22227454,36.39475214,0.09642999,32.74442589
343,0.02543,55,0,0.484,6.696,5.7321,5,370,17.6,396.9,7.18,23.9,27.75906932,1.869218547,27.31382488,14.892416
344,0.03049,55,0,0.484,6.874,6.4654,5,370,17.6,387.97,4.61,31.2,28.6006417,75.12024622,36.8186262,6.756663551
345,0.03113,0,0,0.442,6.014,8.0136,3,352,18.8,385.64,10.53,17.5,16.59292919,25.3291395,35.28214039,0.822777458
346,0.06162,0,0,0.442,5.898,8.0136,3,352,18.8,364.61,12.67,17.2,14.83469547,28.43882329,59.26091069,5.59466551
347,0.0187,85,0,0.429,6.516,8.5353,4,351,17.9,392.43,6.36,23.1,25.24846521,0.321708666,7.374803185,4.615902759
348,0.01501,80,0,0.435,6.635,8.344,4,280,17,390.94,5.99,24.5,27.52270812,3.869850958,24.89911989,9.136764355
349,0.02899,40,0,0.429,6.939,8.7921,1,335,19.7,389.85,5.89,26.6,22.21902921,16.5420644,0.098456075,19.19290503
350,0.06211,40,0,0.429,6.49,8.7921,1,335,19.7,396.9,5.98,22.9,20.52705161,0.134831196,4.023051989,5.630884081
351,0.0795,60,0,0.411,6.579,10.7103,4,411,18.3,370.78,5.49,24.1,20.56923779,2.456096018,3.855601388,12.46628178
352,0.07244,60,0,0.411,5.884,10.7103,4,411,18.3,392.33,7.79,18.6,16.92632609,15.46696558,31.43262057,2.801184344
353,0.01709,90,0,0.41,6.728,12.1265,5,187,17,384.46,4.5,30.1,25.23770369,57.26242013,7.316469782,23.64192537
354,0.04301,80,0,0.413,5.663,10.5857,4,334,22,382.8,8.05,18.2,14.33864613,18.77321064,67.14426135,14.91005374
355,0.10659,80,0,0.413,5.936,10.5857,4,334,22,376.04,5.57,20.6,16.60277085,3.735740287,35.16532068,15.97784085
356,8.98296,0,1,0.77,6.212,2.1222,24,666,20.2,377.73,17.6,17.8,19.6816874,22.3994557,8.128879142,3.540747456
357,3.8497,0,1,0.77,6.395,2.5052,24,666,20.2,391.34,13.27,21.7,22.75155248,0.693566373,0.047849881,1.105762618
358,5.20177,0,1,0.77,6.127,2.7227,24,666,20.2,395.43,11.48,22.7,22.23498804,0.027953725,0.088695729,0.216236121
359,4.26131,0,0,0.77,6.112,2.5091,24,666,20.2,390.74,12.67,22.6,19.21453963,0.00451499,11.01089388,11.46134194
360,4.54192,0,0,0.77,6.398,2.5182,24,666,20.2,374.56,7.79,25,22.65760953,6.087044634,0.015575841,5.486793105
361,3.83684,0,0,0.77,6.251,2.2955,24,666,20.2,350.65,14.19,19.9,18.94062629,6.93166914,12.90375737,0.920397908
362,3.67822,0,0,0.77,5.362,2.1036,24,666,20.2,380.79,10.19,20.8,18.23534943,3.002617757,18.46813574,6.577432536
363,4.22239,0,1,0.77,5.803,1.9047,24,666,20.2,353.04,14.64,16.8,20.28482003,32.86506835,5.053442361,12.14397067
364,3.47428,0,1,0.718,8.78,1.9047,24,666,20.2,354.55,5.29,21.9,37.48718336,0.400443844,223.6333925,242.960285
365,4.55587,0,0,0.718,3.561,1.6132,24,666,20.2,354.7,7.12,27.5,14.29084765,24.67301301,67.92988275,174.4817058
366,3.69695,0,0,0.718,4.963,1.7523,24,666,20.2,316.03,14,21.9,15.55104421,0.400443844,48.74500222,40.30923962
367,13.5222,0,0,0.631,3.863,1.5106,24,666,20.2,131.42,13.33,23.1,10.8099937,0.321708666,137.4243358,151.0442549
368,4.89822,0,0,0.631,4.97,1.3325,24,666,20.2,375.52,3.26,50,23.7517662,754.4467284,1.485863184,688.9697775
369,5.66998,0,1,0.631,6.683,1.3567,24,666,20.2,375.33,3.73,50,32.61543588,754.4467284,101.6594187,302.2230697
370,6.53876,0,1,0.631,7.016,1.2024,24,666,20.2,392.05,2.96,50,34.57541454,754.4467284,145.0244125,237.9178367
371,9.2323,0,0,0.631,6.216,1.1691,24,666,20.2,366.15,9.53,50,24.89880971,754.4467284,5.597972022,630.069754
372,8.26725,0,1,0.668,5.875,1.1296,24,666,20.2,347.88,8.88,50,26.01160418,754.4467284,12.10203452,575.443134
373,11.1081,0,0,0.668,4.906,1.1742,24,666,20.2,396.9,34.77,13.8,6.16040322,76.26190629,268.0555834,58.36343896
374,18.4982,0,0,0.668,4.138,1.137,24,666,20.2,396.9,37.97,13.8,0.82289602,76.26190629,471.3202054,168.4052277
375,19.6091,0,0,0.671,7.313,1.3163,24,666,20.2,396.9,13.44,15,25.27216335,56.74317112,7.504076915,105.5173399
376,15.288,0,0,0.671,6.649,1.3449,24,666,20.2,363.02,23.24,13.9,17.73705297,74.52534503,22.99925023,14.72297549
377,9.82349,0,0,0.671,6.794,1.358,24,666,20.2,396.9,21.24,13.3,20.22136748,85.24471262,5.342749512,47.90532785
378,23.6482,0,0,0.671,6.38,1.3861,24,666,20.2,396.9,23.69,13.1,15.82659165,88.97783515,44.97331526,7.434302026
379,17.8667,0,0,0.671,6.223,1.3861,24,666,20.2,393.74,21.78,10.2,16.82523305,152.0981118,32.57639268,43.89371297
380,88.9762,0,0,0.671,6.968,1.4165,24,666,20.2,396.9,17.21,10.4,14.32144717,147.2049893,67.42641916,15.37774791
381,15.8744,0,0,0.671,6.545,1.5192,24,666,20.2,396.9,21.08,10.9,18.4618432,135.322183,16.57274076,57.18147258
382,9.18702,0,0,0.7,5.536,1.5804,24,666,20.2,396.9,23.6,11.3,13.43873155,126.1759379,82.70219596,4.574172652
383,7.99248,0,0,0.7,5.52,1.5331,24,666,20.2,396.9,24.56,12.3,13.0763028,104.7103253,89.42545894,0.602646034
384,20.0849,0,0,0.7,4.368,1.4395,24,666,20.2,285.83,30.63,8.8,3.32062499,188.5899695,369.1079116,30.0235505
385,16.8118,0,0,0.7,5.277,1.4261,24,666,20.2,396.9,30.81,7.2,8.08996861,235.0949498,208.5955612,0.792044127
386,24.3938,0,0,0.7,4.652,1.4672,24,666,20.2,396.9,28.28,10.5,6.15290784,144.788428,268.3010743,18.89721025
387,22.5971,0,0,0.7,5,1.5184,24,666,20.2,396.9,31.99,7.4,5.65535468,229.0018272,284.848374,3.043787293
388,14.3337,0,0,0.7,4.88,1.5895,24,666,20.2,372.92,30.62,10.2,6.48173227,152.0981118,257.6369783,13.82551491
389,8.15174,0,0,0.7,5.39,1.7281,24,666,20.2,396.9,20.85,11.5,14.21260051,121.7228154,69.22582472,7.358201549
390,6.96215,0,0,0.7,5.713,1.9265,24,666,20.2,394.43,17.11,15.1,17.20487019,55.24660985,28.38690345,4.430478517
391,5.29305,0,0,0.7,6.051,2.1678,24,666,20.2,378.38,18.76,23.2,17.29899792,0.445147401,27.39275041,34.82182555
392,11.5779,0,0,0.7,5.036,1.77,24,666,20.2,396.9,25.68,9.7,9.90873624,164.6809182,159.3671455,0.043570818
393,8.64476,0,0,0.693,6.193,1.7912,24,666,20.2,396.9,15.17,13.8,20.20765258,76.26190629,5.406339952,41.05801153
394,13.3598,0,0,0.693,5.887,1.7821,24,666,20.2,396.9,16.35,12.7,17.93016821,96.68408021,21.18427761,27.3546595
395,8.71675,0,0,0.693,6.471,1.7257,24,666,20.2,391.98,17.12,13.1,20.28963951,88.97783515,5.031797356,51.69091628
396,5.87205,0,0,0.693,6.405,1.6768,24,666,20.2,396.9,19.37,12.5,19.28999842,100.6572027,10.5158031,46.10407854
397,7.67202,0,0,0.693,5.747,1.6334,24,666,20.2,393.1,19.92,8.5,16.33544205,196.9196533,38.40732392,61.39415215
398,38.3518,0,0,0.693,5.453,1.4896,24,666,20.2,396.9,30.59,5,6.56593176,307.3992976,254.9410833,2.452142277
399,9.91655,0,0,0.693,5.852,1.5004,24,666,20.2,338.16,29.97,6.3,10.9267601,263.5040012,134.700309,21.40690902
400,25.0461,0,0,0.693,5.987,1.5888,24,666,20.2,396.9,26.77,5.6,11.8865802,286.71993,113.3421307,39.52109061
401,14.2362,0,0,0.693,6.343,1.5741,24,666,20.2,396.9,20.32,7.2,17.80445565,235.0949498,22.3573001,112.4544796
402,9.59571,0,0,0.693,6.404,1.639,24,666,20.2,376.11,20.31,12.1,18.25438514,108.8434478,18.30488786,37.8764564
403,24.8017,0,0,0.693,5.349,1.7028,24,666,20.2,396.9,19.77,8.3,12.97568456,202.5727759,91.33857641,21.8620261
404,41.5292,0,0,0.693,5.531,1.6074,24,666,20.2,329.46,27.38,8.5,7.39254034,196.9196533,229.2276541,1.226466899
405,67.9208,0,0,0.693,5.683,1.4254,24,666,20.2,384.97,22.98,5,8.1968885,307.3992976,205.5185399,10.22009608
406,20.7162,0,0,0.659,4.138,1.1781,24,666,20.2,370.22,23.34,11.9,8.07501285,113.0565703,209.0277921,14.6305267
407,11.9511,0,0,0.659,5.608,1.2852,24,666,20.2,332.09,12.13,27.9,19.95737052,28.80676795,6.632869581,63.08536306
408,7.40389,0,0,0.597,5.617,1.4547,24,666,20.2,314.64,26.4,17.2,13.68901483,28.43882329,78.21264792,12.32701684
409,14.4383,0,0,0.597,6.852,1.4655,24,666,20.2,179.36,19.78,27.5,19.80684763,24.67301301,7.430850802,59.18459339
410,51.1358,0,0,0.597,5.757,1.413,24,666,20.2,2.6,10.11,15,15.15412738,56.74317112,54.44490296,0.023755249
411,14.0507,0,0,0.597,6.657,1.5275,24,666,20.2,35.05,21.22,17.2,16.92037707,28.43882329,31.49936213,0.078188983
